WijkenEnBuurten,Gemeentenaam_1,SoortRegio_2,Codering_3,AantalInwoners_5,Bevolkingsdichtheid_33,GemiddeldeHuishoudensgrootte_32,GemiddeldInkomenPerInwoner_66,HuishoudensMetKinderen_31,HuishoudensTotaal_28,HuishOnderOfRondSociaalMinimum_73,MateVanStedelijkheid_104,k_0Tot15Jaar_8,k_25Tot45Jaar_10,k_65JaarOfOuder_12,cluster_id,cluster_label_short,cluster_label_long
BU03610105,Alkmaar                                 ,Buurt     ,BU03610105,1535,2572.0,2.2,33.3,225,685,3.7,1.0,270,310,350,4,Stedelijke Buurten,Gemiddelde cijfers voor buurten met hoge bevolkingsdichtheid en diverse leeftijdsgroepen.
BU03610106,Alkmaar                                 ,Buurt     ,BU03610106,1235,2552.0,2.1,37.3,155,585,1.9,2.0,175,255,385,4,Stedelijke Buurten,Gemiddelde cijfers voor buurten met hoge bevolkingsdichtheid en diverse leeftijdsgroepen.
BU03610107,Alkmaar                                 ,Buurt     ,BU03610107,500,2674.0,2.0,33.4,70,245,0.4,1.0,80,110,140,4,Stedelijke Buurten,Gemiddelde cijfers voor buurten met hoge bevolkingsdichtheid en diverse leeftijdsgroepen.
BU03610108,Alkmaar                                 ,Buurt     ,BU03610108,1705,10325.0,1.9,24.8,235,900,6.4,1.0,235,510,270,4,Stedelijke Buurten,Gemiddelde cijfers voor buurten met hoge bevolkingsdichtheid en diverse leeftijdsgroepen.
BU03610109,Alkmaar                                 ,Buurt     ,BU03610109,1480,8624.0,2.6,30.5,265,580,1.0,2.0,320,330,260,4,Stedelijke Buurten,Gemiddelde cijfers voor buurten met hoge bevolkingsdichtheid en diverse leeftijdsgroepen.
BU03610200,Alkmaar                                 ,Buurt     ,BU03610200,2295,5065.0,2.4,29.2,385,965,1.9,1.0,410,555,365,4,Stedelijke Buurten,Gemiddelde cijfers voor buurten met hoge bevolkingsdichtheid en diverse leeftijdsgroepen.
BU03610201,Alkmaar                                 ,Buurt     ,BU03610201,2170,1353.0,2.1,26.7,290,995,4.1,3.0,290,405,650,0,Gemiddelde Buurtkenmerken,Analyse van gemiddelde demografische en economische kenmerken van Nederlandse buurten.
BU03610202,Alkmaar                                 ,Buurt     ,BU03610202,1930,4204.0,2.3,28.2,265,835,4.0,3.0,275,320,630,4,Stedelijke Buurten,Gemiddelde cijfers voor buurten met hoge bevolkingsdichtheid en diverse leeftijdsgroepen.
BU03610203,Alkmaar                                 ,Buurt     ,BU03610203,1780,1821.0,2.0,24.7,250,885,6.3,1.0,270,600,275,4,Stedelijke Buurten,Gemiddelde cijfers voor buurten met hoge bevolkingsdichtheid en diverse leeftijdsgroepen.
BU03610204,Alkmaar                                 ,Buurt     ,BU03610204,2085,7922.0,2.0,18.3,365,1060,17.4,1.0,335,535,315,1,Stedelijke wijk met gezinnen,"Een gemiddelde stedelijke wijk met gezinnen, hoge bevolkingsdichtheid en diverse leeftijden."
BU03610205,Alkmaar                                 ,Buurt     ,BU03610205,535,5015.0,2.4,23.4,90,220,1.8,1.0,95,140,145,4,Stedelijke Buurten,Gemiddelde cijfers voor buurten met hoge bevolkingsdichtheid en diverse leeftijdsgroepen.
BU03610206,Alkmaar                                 ,Buurt     ,BU03610206,1115,6997.0,2.0,25.6,165,560,4.7,2.0,155,250,220,4,Stedelijke Buurten,Gemiddelde cijfers voor buurten met hoge bevolkingsdichtheid en diverse leeftijdsgroepen.
BU03610208,Alkmaar                                 ,Buurt     ,BU03610208,1540,1884.0,3.0,29.6,320,520,2.0,3.0,450,510,110,7,Zeer Stedelijke Buurten,"Buurten met hoge bevolkingsdichtheid en gemiddelde inkomens, met veel huishoudens en kinderen."
BU03610300,Alkmaar                                 ,Buurt     ,BU03610300,2575,9778.0,2.0,21.5,385,1305,11.3,1.0,400,780,460,1,Stedelijke wijk met gezinnen,"Een gemiddelde stedelijke wijk met gezinnen, hoge bevolkingsdichtheid en diverse leeftijden."
BU03610301,Alkmaar                                 ,Buurt     ,BU03610301,925,1352.0,1.7,26.1,100,550,6.2,2.0,100,335,165,4,Stedelijke Buurten,Gemiddelde cijfers voor buurten met hoge bevolkingsdichtheid en diverse leeftijdsgroepen.
BU03610302,Alkmaar                                 ,Buurt     ,BU03610302,3040,10892.0,2.2,15.3,540,1375,20.6,2.0,615,950,325,1,Stedelijke wijk met gezinnen,"Een gemiddelde stedelijke wijk met gezinnen, hoge bevolkingsdichtheid en diverse leeftijden."
BU03610303,Alkmaar                                 ,Buurt     ,BU03610303,1205,5018.0,2.0,24.3,180,610,3.9,2.0,180,390,190,4,Stedelijke Buurten,Gemiddelde cijfers voor buurten met hoge bevolkingsdichtheid en diverse leeftijdsgroepen.
BU03610400,Alkmaar                                 ,Buurt     ,BU03610400,3825,5301.0,1.8,22.5,465,1825,10.9,2.0,530,1100,855,0,Gemiddelde Buurtkenmerken,Analyse van gemiddelde demografische en economische kenmerken van Nederlandse buurten.
BU03610401,Alkmaar                                 ,Buurt     ,BU03610401,3490,7195.0,1.7,26.4,425,1950,6.7,2.0,445,1115,635,0,Gemiddelde Buurtkenmerken,Analyse van gemiddelde demografische en economische kenmerken van Nederlandse buurten.
BU03610402,Alkmaar                                 ,Buurt     ,BU03610402,1420,7086.0,2.3,26.9,245,620,2.9,2.0,270,350,230,4,Stedelijke Buurten,Gemiddelde cijfers voor buurten met hoge bevolkingsdichtheid en diverse leeftijdsgroepen.
BU03610403,Alkmaar                                 ,Buurt     ,BU03610403,1440,2783.0,2.2,27.4,245,645,2.5,2.0,265,370,250,4,Stedelijke Buurten,Gemiddelde cijfers voor buurten met hoge bevolkingsdichtheid en diverse leeftijdsgroepen.
BU03610404,Alkmaar                                 ,Buurt     ,BU03610404,2025,4697.0,2.3,31.4,320,895,3.8,2.0,330,430,515,4,Stedelijke Buurten,Gemiddelde cijfers voor buurten met hoge bevolkingsdichtheid en diverse leeftijdsgroepen.
BU03610500,Alkmaar                                 ,Buurt     ,BU03610500,2820,6284.0,2.2,21.0,435,1295,8.2,2.0,495,645,715,0,Gemiddelde Buurtkenmerken,Analyse van gemiddelde demografische en economische kenmerken van Nederlandse buurten.
BU03610501,Alkmaar                                 ,Buurt     ,BU03610501,605,7855.0,1.6,17.3,70,370,14.9,2.0,55,90,295,1,Stedelijke wijk met gezinnen,"Een gemiddelde stedelijke wijk met gezinnen, hoge bevolkingsdichtheid en diverse leeftijden."
BU03610502,Alkmaar                                 ,Buurt     ,BU03610502,2395,8127.0,2.2,26.6,385,1100,1.9,2.0,400,630,480,0,Gemiddelde Buurtkenmerken,Analyse van gemiddelde demografische en economische kenmerken van Nederlandse buurten.
BU03610503,Alkmaar                                 ,Buurt     ,BU03610503,1815,6831.0,2.0,24.1,270,905,5.9,2.0,300,650,235,4,Stedelijke Buurten,Gemiddelde cijfers voor buurten met hoge bevolkingsdichtheid en diverse leeftijdsgroepen.
BU03610600,Alkmaar                                 ,Buurt     ,BU03610600,3795,6219.0,2.2,24.7,645,1700,5.8,2.0,710,1085,460,0,Gemiddelde Buurtkenmerken,Analyse van gemiddelde demografische en economische kenmerken van Nederlandse buurten.
BU03610601,Alkmaar                                 ,Buurt     ,BU03610601,3100,6059.0,2.1,22.1,520,1440,8.2,2.0,570,920,365,0,Gemiddelde Buurtkenmerken,Analyse van gemiddelde demografische en economische kenmerken van Nederlandse buurten.
BU03610602,Alkmaar                                 ,Buurt     ,BU03610602,3150,6493.0,2.2,24.3,510,1440,6.3,2.0,525,830,475,0,Gemiddelde Buurtkenmerken,Analyse van gemiddelde demografische en economische kenmerken van Nederlandse buurten.
BU03610603,Alkmaar                                 ,Buurt     ,BU03610603,3400,5974.0,2.1,23.4,535,1590,6.2,2.0,620,925,630,0,Gemiddelde Buurtkenmerken,Analyse van gemiddelde demografische en economische kenmerken van Nederlandse buurten.
BU03610604,Alkmaar                                 ,Buurt     ,BU03610604,2495,4365.0,1.7,20.4,335,1425,15.3,2.0,330,735,585,1,Stedelijke wijk met gezinnen,"Een gemiddelde stedelijke wijk met gezinnen, hoge bevolkingsdichtheid en diverse leeftijden."
BU03610700,Alkmaar                                 ,Buurt     ,BU03610700,2870,6658.0,2.4,25.7,510,1180,4.0,2.0,515,685,345,0,Gemiddelde Buurtkenmerken,Analyse van gemiddelde demografische en economische kenmerken van Nederlandse buurten.
BU03610701,Alkmaar                                 ,Buurt     ,BU03610701,2865,7010.0,2.0,22.2,465,1450,10.3,2.0,440,840,390,1,Stedelijke wijk met gezinnen,"Een gemiddelde stedelijke wijk met gezinnen, hoge bevolkingsdichtheid en diverse leeftijden."
BU03610702,Alkmaar                                 ,Buurt     ,BU03610702,2545,4057.0,2.3,23.4,420,1105,7.0,3.0,410,525,485,0,Gemiddelde Buurtkenmerken,Analyse van gemiddelde demografische en economische kenmerken van Nederlandse buurten.
BU03610703,Alkmaar                                 ,Buurt     ,BU03610703,2510,9220.0,2.3,24.6,435,1065,4.7,2.0,440,565,390,0,Gemiddelde Buurtkenmerken,Analyse van gemiddelde demografische en economische kenmerken van Nederlandse buurten.
BU03610704,Alkmaar                                 ,Buurt     ,BU03610704,2590,6627.0,2.6,25.9,500,1010,2.7,3.0,485,595,250,0,Gemiddelde Buurtkenmerken,Analyse van gemiddelde demografische en economische kenmerken van Nederlandse buurten.
BU03610800,Alkmaar                                 ,Buurt     ,BU03610800,2585,7123.0,1.5,32.8,210,1700,6.8,1.0,195,1075,320,1,Stedelijke wijk met gezinnen,"Een gemiddelde stedelijke wijk met gezinnen, hoge bevolkingsdichtheid en diverse leeftijden."
BU03610801,Alkmaar                                 ,Buurt     ,BU03610801,2945,10772.0,1.7,32.8,310,1740,6.4,1.0,315,1090,395,1,Stedelijke wijk met gezinnen,"Een gemiddelde stedelijke wijk met gezinnen, hoge bevolkingsdichtheid en diverse leeftijden."
BU03610802,Alkmaar                                 ,Buurt     ,BU03610802,2195,9575.0,1.8,26.9,285,1235,5.8,1.0,285,810,255,1,Stedelijke wijk met gezinnen,"Een gemiddelde stedelijke wijk met gezinnen, hoge bevolkingsdichtheid en diverse leeftijden."
BU03610803,Alkmaar                                 ,Buurt     ,BU03610803,320,966.0,1.6,32.4,20,195,2.1,1.0,20,30,200,4,Stedelijke Buurten,Gemiddelde cijfers voor buurten met hoge bevolkingsdichtheid en diverse leeftijdsgroepen.
BU03610900,Alkmaar                                 ,Buurt     ,BU03610900,635,65.0,2.6,27.5,95,235,3.8,5.0,105,90,155,7,Zeer Stedelijke Buurten,"Buurten met hoge bevolkingsdichtheid en gemiddelde inkomens, met veel huishoudens en kinderen."
BU03610902,Alkmaar                                 ,Buurt     ,BU03610902,1900,173.0,2.5,25.6,325,770,4.4,5.0,365,470,270,2,Gemiddelde Wijk Kenmerken,Analyse van gemiddelde demografische en sociaaleconomische kenmerken van Nederlandse buurten
BU03610903,Alkmaar                                 ,Buurt     ,BU03610903,1275,232.0,2.4,24.9,210,535,4.3,5.0,215,270,265,2,Gemiddelde Wijk Kenmerken,Analyse van gemiddelde demografische en sociaaleconomische kenmerken van Nederlandse buurten
BU03610904,Alkmaar                                 ,Buurt     ,BU03610904,620,36.0,2.6,27.9,100,240,3.8,5.0,115,125,95,7,Zeer Stedelijke Buurten,"Buurten met hoge bevolkingsdichtheid en gemiddelde inkomens, met veel huishoudens en kinderen."
BU03610906,Alkmaar                                 ,Buurt     ,BU03610906,715,72.0,2.4,29.3,120,295,3.8,5.0,140,120,140,2,Gemiddelde Wijk Kenmerken,Analyse van gemiddelde demografische en sociaaleconomische kenmerken van Nederlandse buurten
BU03611001,Alkmaar                                 ,Buurt     ,BU03611001,680,267.0,2.3,31.0,100,290,1.7,5.0,80,125,155,2,Gemiddelde Wijk Kenmerken,Analyse van gemiddelde demografische en sociaaleconomische kenmerken van Nederlandse buurten
BU03611002,Alkmaar                                 ,Buurt     ,BU03611002,880,252.0,2.4,26.5,125,345,3.2,5.0,115,110,255,2,Gemiddelde Wijk Kenmerken,Analyse van gemiddelde demografische en sociaaleconomische kenmerken van Nederlandse buurten
BU03611003,Alkmaar                                 ,Buurt     ,BU03611003,4005,1195.0,2.3,26.4,650,1710,3.5,4.0,645,775,860,0,Gemiddelde Buurtkenmerken,Analyse van gemiddelde demografische en economische kenmerken van Nederlandse buurten.
BU03611004,Alkmaar                                 ,Buurt     ,BU03611004,260,217.0,2.1,26.7,35,125,5.6,5.0,35,50,70,2,Gemiddelde Wijk Kenmerken,Analyse van gemiddelde demografische en sociaaleconomische kenmerken van Nederlandse buurten
BU03611006,Alkmaar                                 ,Buurt     ,BU03611006,310,226.0,2.5,30.9,55,125,1.6,5.0,45,55,65,7,Zeer Stedelijke Buurten,"Buurten met hoge bevolkingsdichtheid en gemiddelde inkomens, met veel huishoudens en kinderen."
BU03611100,Alkmaar                                 ,Buurt     ,BU03611100,3190,7263.0,2.5,29.5,600,1260,3.6,2.0,695,865,255,0,Gemiddelde Buurtkenmerken,Analyse van gemiddelde demografische en economische kenmerken van Nederlandse buurten.
BU01411000,Almelo                                  ,Buurt     ,BU01411000,2245,3237.0,1.6,23.6,215,1350,9.9,2.0,175,595,610,1,Stedelijke wijk met gezinnen,"Een gemiddelde stedelijke wijk met gezinnen, hoge bevolkingsdichtheid en diverse leeftijden."
BU01411001,Almelo                                  ,Buurt     ,BU01411001,1480,4019.0,1.5,25.7,100,985,11.7,1.0,70,395,455,1,Stedelijke wijk met gezinnen,"Een gemiddelde stedelijke wijk met gezinnen, hoge bevolkingsdichtheid en diverse leeftijden."
BU01411002,Almelo                                  ,Buurt     ,BU01411002,830,8630.0,1.7,19.8,95,490,12.9,1.0,95,165,275,1,Stedelijke wijk met gezinnen,"Een gemiddelde stedelijke wijk met gezinnen, hoge bevolkingsdichtheid en diverse leeftijden."
BU01411003,Almelo                                  ,Buurt     ,BU01411003,720,7539.0,2.0,15.8,135,355,14.9,2.0,135,165,150,1,Stedelijke wijk met gezinnen,"Een gemiddelde stedelijke wijk met gezinnen, hoge bevolkingsdichtheid en diverse leeftijden."
BU01411100,Almelo                                  ,Buurt     ,BU01411100,580,4814.0,2.2,21.5,95,270,6.6,2.0,105,145,85,4,Stedelijke Buurten,Gemiddelde cijfers voor buurten met hoge bevolkingsdichtheid en diverse leeftijdsgroepen.
BU01411101,Almelo                                  ,Buurt     ,BU01411101,750,6631.0,1.9,16.8,115,390,13.7,1.0,125,225,130,1,Stedelijke wijk met gezinnen,"Een gemiddelde stedelijke wijk met gezinnen, hoge bevolkingsdichtheid en diverse leeftijden."
BU01411102,Almelo                                  ,Buurt     ,BU01411102,1295,6034.0,2.1,20.1,185,575,8.4,1.0,220,350,285,4,Stedelijke Buurten,Gemiddelde cijfers voor buurten met hoge bevolkingsdichtheid en diverse leeftijdsgroepen.
BU01411103,Almelo                                  ,Buurt     ,BU01411103,2035,6401.0,2.2,15.9,345,930,15.9,2.0,380,575,310,1,Stedelijke wijk met gezinnen,"Een gemiddelde stedelijke wijk met gezinnen, hoge bevolkingsdichtheid en diverse leeftijden."
BU01411104,Almelo                                  ,Buurt     ,BU01411104,345,8117.0,2.4,17.1,65,145,13.2,1.0,50,90,30,1,Stedelijke wijk met gezinnen,"Een gemiddelde stedelijke wijk met gezinnen, hoge bevolkingsdichtheid en diverse leeftijden."
BU01411105,Almelo                                  ,Buurt     ,BU01411105,770,6673.0,2.1,15.3,125,350,22.4,2.0,120,205,115,1,Stedelijke wijk met gezinnen,"Een gemiddelde stedelijke wijk met gezinnen, hoge bevolkingsdichtheid en diverse leeftijden."
BU01411106,Almelo                                  ,Buurt     ,BU01411106,950,4661.0,2.2,21.3,155,430,5.9,2.0,165,255,155,4,Stedelijke Buurten,Gemiddelde cijfers voor buurten met hoge bevolkingsdichtheid en diverse leeftijdsgroepen.
BU01411200,Almelo                                  ,Buurt     ,BU01411200,1125,3272.0,2.4,21.2,205,470,3.9,2.0,205,255,190,4,Stedelijke Buurten,Gemiddelde cijfers voor buurten met hoge bevolkingsdichtheid en diverse leeftijdsgroepen.
BU01411201,Almelo                                  ,Buurt     ,BU01411201,1975,3897.0,2.2,28.3,275,845,4.9,2.0,325,300,555,4,Stedelijke Buurten,Gemiddelde cijfers voor buurten met hoge bevolkingsdichtheid en diverse leeftijdsgroepen.
BU01411202,Almelo                                  ,Buurt     ,BU01411202,1475,5712.0,2.0,22.8,205,730,4.9,3.0,235,445,290,4,Stedelijke Buurten,Gemiddelde cijfers voor buurten met hoge bevolkingsdichtheid en diverse leeftijdsgroepen.
BU01411209,Almelo                                  ,Buurt     ,BU01411209,840,217.0,2.2,25.9,65,265,5.4,4.0,145,215,165,2,Gemiddelde Wijk Kenmerken,Analyse van gemiddelde demografische en sociaaleconomische kenmerken van Nederlandse buurten
BU01411300,Almelo                                  ,Buurt     ,BU01411300,1785,4357.0,2.2,21.1,260,785,6.5,3.0,305,470,425,4,Stedelijke Buurten,Gemiddelde cijfers voor buurten met hoge bevolkingsdichtheid en diverse leeftijdsgroepen.
BU01411301,Almelo                                  ,Buurt     ,BU01411301,1315,2924.0,2.8,31.2,230,460,1.1,4.0,225,195,265,7,Zeer Stedelijke Buurten,"Buurten met hoge bevolkingsdichtheid en gemiddelde inkomens, met veel huishoudens en kinderen."
BU01411302,Almelo                                  ,Buurt     ,BU01411302,600,2974.0,2.1,15.3,110,280,19.0,3.0,115,145,70,1,Stedelijke wijk met gezinnen,"Een gemiddelde stedelijke wijk met gezinnen, hoge bevolkingsdichtheid en diverse leeftijden."
BU01411303,Almelo                                  ,Buurt     ,BU01411303,1345,5099.0,1.6,17.1,155,805,23.8,2.0,175,435,220,1,Stedelijke wijk met gezinnen,"Een gemiddelde stedelijke wijk met gezinnen, hoge bevolkingsdichtheid en diverse leeftijden."
BU01411309,Almelo                                  ,Buurt     ,BU01411309,825,252.0,3.0,29.0,160,275,1.1,5.0,170,185,110,7,Zeer Stedelijke Buurten,"Buurten met hoge bevolkingsdichtheid en gemiddelde inkomens, met veel huishoudens en kinderen."
BU01411400,Almelo                                  ,Buurt     ,BU01411400,710,3910.0,2.2,17.8,120,310,13.8,2.0,100,170,80,4,Stedelijke Buurten,Gemiddelde cijfers voor buurten met hoge bevolkingsdichtheid en diverse leeftijdsgroepen.
BU01411401,Almelo                                  ,Buurt     ,BU01411401,375,2517.0,2.3,30.4,45,155,1.3,2.0,55,70,105,4,Stedelijke Buurten,Gemiddelde cijfers voor buurten met hoge bevolkingsdichtheid en diverse leeftijdsgroepen.
BU01411402,Almelo                                  ,Buurt     ,BU01411402,950,5274.0,2.3,12.8,170,415,32.6,2.0,180,310,85,1,Stedelijke wijk met gezinnen,"Een gemiddelde stedelijke wijk met gezinnen, hoge bevolkingsdichtheid en diverse leeftijden."
BU01411403,Almelo                                  ,Buurt     ,BU01411403,960,3177.0,1.8,18.7,95,510,10.4,3.0,100,205,380,4,Stedelijke Buurten,Gemiddelde cijfers voor buurten met hoge bevolkingsdichtheid en diverse leeftijdsgroepen.
BU01411404,Almelo                                  ,Buurt     ,BU01411404,495,3089.0,2.1,27.0,50,240,2.6,3.0,50,75,200,4,Stedelijke Buurten,Gemiddelde cijfers voor buurten met hoge bevolkingsdichtheid en diverse leeftijdsgroepen.
BU01411405,Almelo                                  ,Buurt     ,BU01411405,1855,8272.0,2.5,14.6,360,750,18.4,4.0,390,460,205,1,Stedelijke wijk met gezinnen,"Een gemiddelde stedelijke wijk met gezinnen, hoge bevolkingsdichtheid en diverse leeftijden."
